full_address,lat,lon
"90-18 216 Street, 11428",40.7238444,-73.7447862
"89-17 213 Street, 11427",40.7241807,-73.7503656
"89-49 213 Street, 11427",40.7235121,-73.7498428
"89-09 Vanderveer Street, 11427",40.7251331,-73.7491762
"8989 Vanderveer Street, 11427",40.7234377,-73.7472813
"89-79 Vanderveer Street, 11427",40.72363,-73.7475316
"89-81 214 Street, 11427",40.7232323,-73.74830279999999
"89-50 214 Street, 11427",40.72363550000001,-73.74936009999999
"89-36A Vanderveer Street, 11427",40.724325,-73.7489234
"89-22 214 Street, 11427",40.7242564,-73.7500972
"89-07 Vanderveer Street, 11427",40.72523899999999,-73.74919799999999
"89-21 214 Street, 11427",40.7244922,-73.7496819
"89-15 214 Street, 11427",40.7246014,-73.74983290000002
"89-52 217 Street, 11427",40.7258968,-73.74577459999999
"89-12 216 Street, 11427",40.7262797,-73.7473605
"89-61 218Th St, 11427",40.7265613,-73.74452389999999
"89-85 216 Street, 11427",40.7252143,-73.7455969
"89-38 217 Street, 11427",40.726211,-73.7461388
"89-03 218 Street, 11427",40.7277068,-73.74575159999999
"89-50 218 Street, 11427",40.72645079999999,-73.7450638
"89-73 216Th Street, 11427",40.7256318,-73.74604599999999
"89-41 218 Place, 11427",40.7273206,-73.7441427
"89-97 216 Street, 11427",40.7247928,-73.7451425
"89-57 218 Place, 11427",40.7269862,-73.74376339999999
"89-48 218 Place, 11427",40.727004,-73.74440799999999
"89-58 219 Street, 11427",40.7272052,-73.7434761
"89-84 219 Street, 11427",40.7266334,-73.74285549999999
"89-04 Springfield Blvd, 11427",40.7287741,-73.743946
"89-86 220 Street, 11427",40.7275693,-73.7414179
"8990 221 St, 11427",40.7278887,-73.74051899999999
"89-71 Springfield Blvd, 11427",40.7275585,-73.7419132
"89-22 221St Place, 11427",40.7288764,-73.7403502
"89-18 221 Place, 11427",40.7289604,-73.7404579
"89-84 220Th Street, 11427",40.7276132,-73.7414501
"89-26 Springfield Blvd, 11427",40.7283117,-73.7434596
"89-94 219 Street, 11427",40.72643,-73.7426487
"8906 221 Pl, 11427",40.72920939999999,-73.7407195
"8837 214 St, 11427",40.7252527,-73.75047479999999
"88-34 212 Place, 11427",40.7241703,-73.7527333
"88-32 Vanderveer St, 11427",40.7255556,-73.7502335
"215-36 Hillside Avenue, 11427",40.7272016,-73.7486706
"88-21 216 Street, 11427",40.7271523,-73.7476593
"88-18 215 Place, 11427",40.7259172,-73.74963199999999
"216-59 Sawyer Avenue, 11427",40.73006729999999,-73.7484028
"218-33 Sawyer Avenue, 11427",40.730703,-73.74743959999999
"87-06 Springfield Blvd, 11427",40.7302799,-73.7455992
"94-74 219 Street, 11428",40.7189018,-73.73670790000001
"216-51 Sawyer Avenue, 11427",40.7298881,-73.7486103
"214-45 89Th Street, 11427",40.7257988,-73.74923799999999
"219-14 94Th Avenue, 11428",40.72101300000001,-73.7366967
"218-27 94Th Drive, 11428",40.7197441,-73.73699979999999
"9302 Springfield Blvd, 11428",40.7222381,-73.7370687
"92-30 218Th Place, 11428",40.7228707,-73.74004289999999
"9205 Springfield Blvd, 11428",40.7245657,-73.73873259999999
"9256 218Th Place, 11428",40.7223716,-73.7394881
"92-16 221 Street, 11428",40.724963,-73.7373935
"92-12 Springfield Blvd, 11428",40.724186,-73.7389941
"92-01 220 Street, 11428",40.7250931,-73.7381015
"92-14 219 Street, 11428",40.7237281,-73.7396973
"92-52 219 Street, 11428",40.7229247,-73.7388651
"92-61 219 Street, 11428",40.7228838,-73.7382586
"91-14 218 Place, 11428",40.7241675,-73.7415089
"92-23 220Th Street, 11428",40.7245468,-73.73751709999999
"9117 218 Street, 11428",40.7240379,-73.7418601
"91-20 218Th Place, 11428",40.72402,-73.741255
"91-43 218Th Street, 11428",40.7234947,-73.7412891
"90-21 218Th Street, 11428",40.7248664,-73.7427025
"91-22 Springfield Blvd, 11428",40.7250137,-73.7398779
"90-15 218Th Street, 11428",40.725066,-73.74286529999999
"91-01 219Th Street, 11428",40.7252085,-73.7407949
"91-32 Winchester Boulevard, 11428",40.726515,-73.73718439999999
"90-18 218Th Place, 11428",40.7251985,-73.7425081
"91-08 Springfield Boulevard, 11428",40.7253767,-73.7402915
"90-07 218 Street, 11428",40.7253059,-73.7431881
"90-26 Springfield Boulevard, 11428",40.7260695,-73.7410857
"90-25 219 Street, 11428",40.7258925,-73.74141689999999
"90-38 221St Street, 11428",40.7267676,-73.7393463
"90-01 Springfield Boulevard, 11428",40.72681920000001,-73.7412006
"94-44 221St Street, 11428",40.7203593,-73.7337304
"90-33 219 Street, 11428",40.7257314,-73.7412276
"90-33 219Th Street, 11428",40.7257314,-73.7412276
"94-20 220 Street, 11428",40.7207381,-73.73533739999999
"90-11 219 Street, 11428",40.72613279999999,-73.7416624
"90-24 221St Place, 11428",40.7275127,-73.7389413
"90-21 221 Place, 11428",40.7278682,-73.7384424
"94-11 221 Street, 11428",40.7212687,-73.7336155
"220-18 93Rd Avenue, 11428",40.7225387,-73.7350636
"222-70 Braddock Avenue, 11428",40.728186,-73.7356641
"220-44 93Rd Avenue, 11428",40.7228871,-73.73422819999999
"221-81 91St Avenue, 11428",40.7280396,-73.7360865
"221-20 Edmore Avenue, 11428",40.7240367,-73.7353509
"91-43 Winchester Boulevard, 11428",40.7264416,-73.7364427
"93-02 224Th Street, 11428",40.7233924,-73.7319057
"222-28 Fairbury Avenue, 11428",40.7239507,-73.7327203
"221-57 92Nd Avenue, 11428",40.7265821,-73.73600739999999
"222-23 93 Avenue, 11428",40.72361009999999,-73.7327243
"224-40 Fairbury Avenue, 11428",40.7244461,-73.73052109999999
"222-28 Davenport Ave, 11428",40.7253259,-73.73323429999999
"92-41 222 Street, 11428",40.7251889,-73.7340512
"224-30 Edmore Avenue, 11428",40.725053,-73.7310889
"222-32 Davenport Avenue, 11428",40.7253475,-73.7331367
"92-51 224 Street, 11428",40.7253306,-73.7322135
"222-40 92 Road, 11428",40.7260959,-73.7331098
"21715 Hempstead Avenue, 11429",40.7150562,-73.7410366
"222-34 Davenport Avenue, 11428",40.7253701,-73.7330353
"222-41 Davenport Avenue, 11428",40.72578499999999,-73.73291189999999
"222-13 92Nd Road, 11428",40.7262459,-73.73409389999999
"99-12 218Th Street, 11429",40.71542700000001,-73.738107
"224-19 Davenport Avenue, 11428",40.7260229,-73.73179929999999
"102-22 221St Street, 11429",40.7127234,-73.7330214
"218-14 99Th Avenue, 11429",40.7155861,-73.7371553
"101-18 222 Street, 11429",40.7132395,-73.7318703
"220-15 101 Avenue, 11429",40.7142747,-73.7330794
"222-40 95Th Avenue, 11429",40.7200959,-73.7306945
"222-21 100Th Drive, 11429",40.7145378,-73.7301401
"222-15 100Th Avenue, 11429",40.7157184,-73.7303859
"222-17 100 Drive, 11429",40.71455940000001,-73.73029389999999
"222-18 100Th Avenue, 11429",40.7153854,-73.7302237
"222-11 100Th Avenue, 11429",40.7157024,-73.730502
"100-46 221 Street, 11429",40.7142199,-73.7324216
"94-55 224 Street, 11428",40.720744,-73.73050669999999
"94-65 224Th Street, 11428",40.720526,-73.7304135
"99-05 220 Street, 11429",40.7157183,-73.7333797
"99-40 213Th Street, 11429",40.7131537,-73.74551029999999
"94-51 224Th Street, 11428",40.7209169,-73.7303745
"102-03 213 Street, 11429",40.7128468,-73.7448993
"213-11 102 Avenue, 11429",40.7131894,-73.7447418
"215-20 102Nd Avenue, 11429",40.7132163,-73.7432791
"99-26 215Th Street, 11429",40.7137445,-73.7442827
"213-19 102 Ave, 11429",40.7132238,-73.7445121
"99-23 215 Street, 11429",40.713798,-73.7438899
"21319 102 Ave, 11429",40.7132238,-73.7445121
"102-28 216 Street, 11429",40.7126008,-73.7427427
"102-04 216Th Street, 11429",40.7128291,-73.74234899999999
"102-26 213Th Street, 11429",40.712158,-73.7453496
"102-27 216 Street, 11429",40.7126949,-73.74216799999999
"103-15 217 Street, 11429",40.7125358,-73.74099369999999
"102-34 216 Street, 11429",40.7124205,-73.7429248
"104-19 212Th Street, 11429",40.711187,-73.7459382
"217-22 102Nd Avenue, 11429",40.7135166,-73.7405174
"102-28 216Th Street, 11429",40.7126008,-73.7427427
"217-21 102 Avenue, 11429",40.713798,-73.7406031
"104-47 212Th Place, 11429",40.7104878,-73.7451531
"104-15 214Th Street, 11429",40.7114464,-73.7443926
"104-11 214 Street, 11429",40.7115371,-73.7443971
"216-14 102 Avenue, 11429",40.7133513,-73.7420626
"216-09 104 Avenue, 11429",40.7123835,-73.7419535
"215-20 104 Ave, 11429",40.7118705,-73.7429305
"106-08 217 Lane, 11429",40.7114883,-73.73958019999999
"216-15 Hollis Avenue, 11429",40.71062209999999,-73.7416029
"218-26 Hempstead Avenue, 11429",40.7135723,-73.7372092
"218-26 103Rd Avenue, 11429",40.713064,-73.7379547
"218-35 104 Avenue, 11429",40.7126521,-73.7378435
"218-33 103 Avenue, 11429",40.7133274,-73.7377386
"218-40 103Rd Avenue, 11429",40.7129223,-73.7376227
"106-02 217 Lane, 11429",40.7116176,-73.7395441
"218-25 104 Avenue, 11429",40.712756,-73.7381608
"211-18 Hollis Avenue, 11429",40.7092886,-73.74599119999999
"208-22 Bardwell Ave, 11429",40.7076152,-73.748119
"109-09 215Th Street, 11429",40.7095862,-73.7426487
"110-06 209 Place, 11429",40.7068406,-73.74768809999999
"109-22 217Th St, 11429",40.70980369999999,-73.7412507
"209-10 110 Avenue, 11429",40.707029,-73.74702289999999
"109-37 217Th Street, 11429",40.7095327,-73.740672
"209-31 112 Avenue, 11429",40.7054211,-73.7461149
"111-35 209Th Place, 11429",40.7055279,-73.746625
"209-35 112Th Ave, 11429",40.7054567,-73.7460207
"209-34 111Th Road, 11429",40.7057818,-73.7461828
"209-59 112Th Road, 11429",40.70504529999999,-73.74468279999999
"209-48 112 Avenue, 11429",40.7052285,-73.7454183
"209-43 112Th Road, 11429",40.7049398,-73.7452229
"110-11 214 Street, 11429",40.7077131,-73.7428666
"110-28 213 Street, 11429",40.70702929999999,-73.7440731
"110-37 213Th Street, 11429",40.7068594,-73.74354509999999
"111-44 Witthoff Ave, 11429",40.7065834,-73.7433037
"110-15 214Th Street, 11429",40.7076259,-73.742846
"113-23 Colfax Street, 11429",40.703497,-73.7443758
"110-26 217 Street, 11429",40.7078474,-73.7405143
"11104 Witthoff Ave, 11429",40.70741049999999,-73.7422095
"11202 Witthoff Avenue, 11429",40.7062418,-73.7437514
"113-07 Colfax Street, 11429",40.7038687,-73.74482069999999
"113-28 Delevan Street, 11429",40.7036539,-73.7429034
"214-32 113 Avenue, 11429",40.703968,-73.74136229999999
"214-31 112 Road, 11429",40.7049904,-73.7408214
"214-22 111Th Road, 11429",40.7064188,-73.7421106
"214 16 111Th Road, 11429",40.7061277,-73.74094199999999
"214-24 112 Road, 11429",40.7046841,-73.7413025
"21509 112Th Avenue, 11429",40.7058429,-73.7412855
"216-16 111 Avenue, 11429",40.706763,-73.74067099999999
"107-23 Monterey Street, 11429",40.7098191,-73.7386446
"215-11 112 Avenue, 11429",40.7058153,-73.7411892
"214-32 112 Road, 11429",40.7046112,-73.7409909
"219-01 104 Avenue, 11429",40.7130941,-73.7341527
"102-40 220 Street, 11429",40.7125355,-73.734466
"102-32 220 Street, 11429",40.7126881,-73.7343688
"103 -17221 Street, 11429",40.7078289,-73.7389596
"221-39 103Rd Avenue, 11429",40.7117351,-73.73177729999999
"105-08 220 Street, 11429",40.7107452,-73.7354314
"221-13 106Th Avenue, 11429",40.7100072,-73.7334876
"221-13 104Th Avenue, 11429",40.7112873,-73.7329029
"104-09 221 Street, 11429",40.7108717,-73.7332976
"106-01 220 Street, 11429",40.7099924,-73.7357509
"105-06 223Rd Street, 11429",40.7100368,-73.7324087
"105-03 221 Street, 11412",40.7104585,-73.73375
"221 36 104Th Avenue, 11429",40.7099391,-73.75279619999999
"221-21 107Th Ave., 11429",40.7092704,-73.73349689999999
"223-41 105Th Avenue, 11429",40.709989,-73.73050769999999
"107-25 Springfield Blvd, 11429",40.7096003,-73.7374881
"225-16 105Th Ave, 11429",40.7093926,-73.7297711
"218-17 109Th Avenue, 11429",40.7087371,-73.7374528
"225-24 105 Avenue, 11429",40.7093149,-73.72948749999999
"225-26 104 Avenue, 11429",40.709965,-73.7290873
"225-09 107Th Avenue, 11429",40.7084747,-73.7303816
"107-04 221 Street, 11429",40.7092417,-73.7347073
"218-17 109 Ave, 11429",40.7087371,-73.7374528
"107-12 223Rd Street, 11429",40.70857669999999,-73.7330404
"107-15 223 Street, 11429",40.708396,-73.7325785
"108-05 223 Street, 11429",40.7079146,-73.7327305
"108-05 223Rd Street, 11429",40.7079146,-73.7327305
"109-20 221St St, 11429",40.7074002,-73.7354877
"227-15 109 Avenue, 11429",40.7066912,-73.7290103
"109-24 221 Street, 11429",40.7073443,-73.7355352
"108-17 221St Street, 11429",40.7081145,-73.7347188
"218-53 110Th Ave, 11429",40.7078342,-73.7364542
"218-53 110 Avenue, 11429",40.7078342,-73.7364542
"108-05 221 Street, 11429",40.70845000000001,-73.7345694
"109-36 221St Street, 11429",40.70693199999999,-73.735691
"218-43 110 Avenue, 11429",40.7079438,-73.73687939999999
"218-31 110 Avenue, 11429",40.7080613,-73.7372932
"221-18 108Th Avenue, 11429",40.708322,-73.73408859999999
"221-22 108 Avenue, 11429",40.70828,-73.7339258
"221-38 111Th Avenue, 11429",40.7059813,-73.7345119
"22342 111Th Ave, 11429",40.705908,-73.73221989999999
"225-27 112Th Avenue, 11429",40.70552490000001,-73.7310097
"221-03 112Th Avenue, 11429",40.705669,-73.7358069
"225-24 111Th Avenue, 11429",40.7058808,-73.73111779999999
"221-21 111 Avenue, 11429",40.70643219999999,-73.73502909999999
"111-21 227 Street, 11429",40.7053873,-73.7299263
"22703 111Th Ave, 11429",40.70614459999999,-73.7296872
"225-20 111 Avenue, 11429",40.705752,-73.7311988
"225-48 111 Avenue, 11429",40.7058678,-73.7302868
"227-14 111 Avenue, 11429",40.70572000000001,-73.7293787
"216-15 113 Avenue, 11429",40.7043221,-73.7395615
"219-42 112Th Road, 11429",40.7045828,-73.7365232
"219-05 Murdock Ave, 11429",40.7035334,-73.7378452
"112-44 227Th Street, 11429",40.7040632,-73.7305666
"219-11 Murdock Avenue, 11429",40.70352279999999,-73.73760349999999
"21931 Murdock Ave, 11429",40.7034873,-73.736822
"225-24 112 Avenue, 11429",40.7049348,-73.7312709
"225-28 112Th Avenue, 11429",40.7051416,-73.7311718
"221-17 Murdock Avenue, 11429",40.7034514,-73.7355693
"221-27 113 Avenue, 11429",40.7041769,-73.7351441
"223-34 113 Avenue, 11429",40.7036088,-73.7328854
"227-14 112Th Avenue, 11429",40.7050825,-73.7296613
"225-53 Murdock Avenue, 11429",40.7033201,-73.7305124
"21848 113 Avenue, 11429",40.70390039999999,-73.7383352
"11367 Springfield Boulevard, 11429",40.7021354,-73.7406918
"227-43 113 Avenue, 11429",40.7040027,-73.7286507
"227-11 113 Avenue, 11429",40.7041003,-73.7298343
"215-33 Murdock Avenue, 11429",40.70356779999999,-73.7390848
"217-39 114 Road, 11411",40.7013798,-73.7384938
"217-33 114Th Road, 11411",40.7013828,-73.738734
"219-22 Murdock Avenue, 11429",40.70312240000001,-73.7372357
"216-63 114Th Ave, 11411",40.7020782,-73.73862629999999
"216-57 114 Avenue, 11411",40.7020807,-73.7388447
"219-43 113 Drive, 11429",40.7027134,-73.7366224
"219-49 114 Avenue, 11411",40.7020062,-73.7364542
"223-45 113Th Drive, 11429",40.70259980000001,-73.7325251
"221-36 113Th Drive, 11429",40.7023478,-73.734884
"219-01 114 Avenue, 11411",40.7020688,-73.7380752
"223-36 Murdock Avenue, 11429",40.7029548,-73.732939
"223-29 114Th Road, 11411",40.70118799999999,-73.73319029999999
"223-43 113Th Drive, 11429",40.7026051,-73.7326599
"223-39 114Th Avenue, 11411",40.7018951,-73.7328495
"223-15 114Th Road, 11411",40.70118799999999,-73.7336236
"221-36 Murdock Avenue, 11429",40.7030315,-73.7348334
"221-36 114 Avenue, 11411",40.70161969999999,-73.7348452
"225-14 Murdock Ave, 11429",40.7029253,-73.7318028
"22508 Murdock Avenue, 11429",40.7029454,-73.731995
"227-32 113 Avenue, 11429",40.7035501,-73.7290556
"22906 113Th Ave, 11429",40.7036016,-73.7281593
"227-09 113Th Drive, 11429",40.7025495,-73.7299199
"225-38 Murdock Avenue, 11429",40.7029124,-73.7310514
"227-57 Murdock Avenue, 11429",40.7032573,-73.7282713
"227-17 113Th Drive, 11429",40.70253,-73.7296504
"227-07 Murdock Avenue, 11429",40.7033109,-73.7300498
"22706 113Th Drive, 11429",40.7021542,-73.73010260000001
"227-29 113 Drive, 11429",40.7025151,-73.7292453
"227-42 Murdock Avenue, 11429",40.7028531,-73.7287983
"22708 114Th Ave, 11411",40.7014583,-73.73013259999999
"227-64 114Th Avenue, 11411",40.7014036,-73.72807159999999
"221-10 114Th Road, 11411",40.7008458,-73.73590260000002
"221-14 114 Road, 11411",40.7008734,-73.7359005
"227-27 114 Drive, 11411",40.7003363,-73.7294728
"227-28 114 Road, 11411",40.7006577,-73.729416
"224-06 114 Road, 11411",40.7007925,-73.7331432
"114-35 223Rd Street, 11411",40.7004714,-73.73410969999999
"11461 224Th St, 11411",40.6997372,-73.7333847
"221-18 114 Road, 11411",40.7008598,-73.7357937
"228-07 114 Drive, 11411",40.7003379,-73.72915929999999
"114-66 225Th Street, 11411",40.6997255,-73.7329096
"114-62 226 Street, 11411",40.699666,-73.7319375
"225-20 114Th Road, 11411",40.700742,-73.73168199999999
"114-47 226Th Street, 11411",40.7000569,-73.7312385
"82-50 241St Street, 11426",40.7360295,-73.7266594
"22620 114Th Rd, 11411",40.700708,-73.7306966
"114-85 227Th Street, 11411",40.6990374,-73.73075089999999
"82-100 Country Pointe Circle, 11427",40.7343598,-73.7339298
"82-167 Country Pointe Circle, 11427",40.7343003,-73.73451949999999
"1141-02 228 Street, 11429",40.6717138,-73.7456026
"82-08 242 Street, 11426",40.7373607,-73.726136
"82-109 Country Pointe Circle, 11427",40.7347139,-73.73436199999999
"82-03 Country Pointe Crcl, 11427",40.7348949,-73.73432319999999
"86-50 233 Street, 11427",40.7319168,-73.7368075
"23021 88Th Ave, 11427",40.73055799999999,-73.7377212
"8838 Ashford St, 11427",40.7294483,-73.73824019999999
"88-06 Lyman Street, 11427",40.7300641,-73.7320715
"234-23 88Th Avenue, 11427",40.7305251,-73.7318956
"230-15 87Th Ave, 11427",40.7316376,-73.7386594
"86-21 Range Street, 11427",40.7323545,-73.7331275
"88-33 Ransom Street, 11427",40.72957299999999,-73.73467459999999
"86-30 235 Court, 11427",40.7320337,-73.7327887
"8929 Moline Street, 11428",40.7284975,-73.73314479999999
"86-14 235 Court, 11427",40.73250729999999,-73.7326188
"8906 Lyman, 11427",40.7290111,-73.7324848
"89-06 Gettysburg Street, 11426",40.7288018,-73.7315502
"212-29 Jamaica Avenue, 11428",40.7160453,-73.7460662
"92-28 217 Street, 11428",40.7220107,-73.7416168
"9129 217Th Street, 11428",40.7230509,-73.7419591
"93-22 214 Street, 11428",40.7187859,-73.7454298
"9107 212Th Street, 11428",40.7203463,-73.74873749999999
"214-77 Jamaica Avenue, 11428",40.7172032,-73.7412913
"94-11 212 Place, 11428",40.7171904,-73.7460732
"90-32 212 Place, 11428",40.72129169999999,-73.7490055
"92-50 218 Street, 11428",40.722033,-73.7403444
"8909 212 Street, 11427",40.7233624,-73.7520837
"93-16 215Th Street, 11428",40.7194793,-73.742542
"88-46 213Th Street, 11427",40.7244979,-73.751665
"89-69 220 Street, 11427",40.7280445,-73.7412696
"214-27 Whitehall Terrace, 11427",40.7272549,-73.7515205
"92-34 218Th Place, 11428",40.7227922,-73.7399927
"214-38 Whitehall Terrace, 11427",40.727046,-73.7509385
"92-30 219 Street, 11428",40.7233337,-73.7393044
"92-65 220 Street, 11428",40.723843,-73.736774
"21614 Spencer Ave, 11427",40.7285302,-73.7486883
"92-26 Winchester Boulevard, 11428",40.7251831,-73.7366681
"92-31 219 Street, 11428",40.7235613,-73.7389336
"92-58 219Th Street, 11428",40.72275459999999,-73.73868519999999
"91-38 219Th Street, 11428",40.7242818,-73.7403272
"9017 218 Place, 11428",40.7254368,-73.7421176
"218-31 92Nd Avenue, 11428",40.723952,-73.7405086
"9469 Springfield Blvd, 11428",40.719382,-73.7352475
"22135 Edmore Avenue, 11428",40.7245612,-73.7349947
"224-11 93 Road, 11428",40.72323189999999,-73.73096579999999
"222-41 93 Avenue, 11428",40.7237202,-73.7320869
"94-17 220 Street, 11428",40.7209042,-73.7349251
"22429 Davenport Avenue, 11428",40.7260671,-73.7315259
"92-35 224 Street, 11428",40.7259126,-73.7323743
"92-31 222 Street, 11428",40.7256405,-73.73419919999999
"222-03 Jamaica Avenue, 11428",40.7206774,-73.73235609999999
"93-17 222 Street, 11428",40.7227378,-73.733114
"98-24 218 St, 11429",40.715825,-73.7380101
"99-09 217Th Lane, 11429",40.71546499999999,-73.73852289999999
"220-19 101St Avenue, 11429",40.714277,-73.73300119999999
"99-16 218Th Street, 11429",40.7153681,-73.73805170000001
"22205 100Th Drive, 11429",40.7146809,-73.730715
"99-10 218Th Street, 11429",40.7154307,-73.7380172
"220-28 101 Street, 11429",40.7138829,-73.7329025
"218-86 98 Avenue, 11429",40.716328,-73.7343396
"224-04 95 Avenue, 11429",40.72016989999999,-73.73023549999999
"218-39 100Th Avenue, 11429",40.7151815,-73.73626
"214-03 104 Avenue, 11429",40.7121039,-73.7445022
"220-03 99 Avenue, 11429",40.7161086,-73.7334454
"102-21 215 Street, 11429",40.7126865,-73.7436228
"216-22 99Th Ave, 11429",40.7145476,-73.7420626
"215-19 Hollis Avenue, 11429",40.710469,-73.742569
"214-19 Hollis Avenue, 11429",40.7101201,-73.7436973
"10410 217 Street, 11429",40.7119133,-73.7413365
"210-28 113 Avenue, 11429",40.7039702,-73.7443054
"10209 217Th Place, 11429",40.7135032,-73.7395583
"218-24A 104Th Avenue, 11429",40.7124106,-73.7383282
"210-24 113 Avenue, 11429",40.70393809999999,-73.7444989
"113-68 Springfield Blvd, 11429",40.702096,-73.7413717
"215-05 110 Avenue, 11429",40.7085672,-73.7421377
"216-21 104Th Avenue, 11429",40.7123888,-73.7416617
"214-10 113 Ave, 11429",40.7041137,-73.7419834
"214-02 113 Avenue, 11429",40.7041833,-73.7422972
"107-09 Monterey Street, 11429",40.7101759,-73.73844199999999
"214-10 113Th Avenue, 11429",40.7041137,-73.7419834
"216-10 111Th Avenue, 11429",40.7068995,-73.74086439999999
"104-69 Springfield Blvd, 11429",40.7103275,-73.7371536
"213-30 112Th Avenue, 11429",40.705776,-73.74252229999999
"213-19 Murdock Avenue, 11429",40.7035108,-73.7421473
"105-01 225 Street, 11429",40.7095409,-73.73010500000001
"11027 Monterey Street, 11429",40.7078351,-73.73967209999999
"220-17 105Th Avenue, 11429",40.7110001,-73.73443759999999
"218-78 Hempstead Avenue, 11429",40.7130207,-73.7354888
"107-13 220 St, 11429",40.7092021,-73.73572899999999
"108-02 220 Street, 11429",40.7090059,-73.73635689999999
"107-09 220 Street, 11429",40.7093424,-73.73567270000001
"218-46 110 Avenue, 11429",40.707581,-73.73704029999999
"110-15 223 Street, 11429",40.7062653,-73.733477
"219-35 112Th Ave, 11429",40.705706,-73.73668409999999
"225-31 109 Avenue, 11429",40.7069725,-73.7302137
"109-11 225 Street, 11429",40.7067173,-73.7313467
"223-16 107Th Avenue, 11429",40.7085382,-73.7320383
"223-12 107 Ave, 11429",40.7085814,-73.7321994
"109-22 223 Street, 11429",40.7069523,-73.7337733
"223-23 109 Avenue, 11429",40.7075096,-73.73218609999999
"111-07 225Th Street, 11429",40.7058003,-73.7317192
"218-36 112 Avenue, 11429",40.70535110000001,-73.7383045
"225-24 Murdock Avenue, 11429",40.7029294,-73.73147709999999
"219-27 112 Road, 11429",40.7050035,-73.7370386
"113-63 Springfield Blvd, 11429",40.7022514,-73.7407379
"23504 Hillside Avenue, 11427",40.7331724,-73.73502909999999
"114-37 219 Street, 11411",40.7006238,-73.7379699
"223-09 113 Avenue, 11429",40.704103,-73.7336674
"114-57 225Th Street, 11411",40.6998106,-73.73236969999999
"232-10 Hillside Avenue, 11427",40.7331081,-73.7374973
"232-04 88 Avenue, 11427",40.7304069,-73.7343576
"219-18 113 Drive, 11429",40.7024354,-73.7374355
"8927 Pontiac Street, 11427",40.7288697,-73.7339708
"89-37 Pontiac, 11427",40.728624,-73.73402899999999
"88-17 Pontiac Street, 11427",40.7300261,-73.7335999
"94-13 212Th Street, 11428",40.7169146,-73.7468576
"227-58 113 Drive, 11429",40.7020927,-73.72822529999999
"102-20 217Th Street, 11429",40.7129309,-73.74158349999999
"89-17 Pontiac Street, 11427",40.7291885,-73.7338522
"213-14 Hillside Avenue, 11427",40.725665,-73.7517964
"90-16 213 Street, 11428",40.7218975,-73.7487798
"92-64 Springfield Boulevard, 11428",40.7230336,-73.7378678
"N/A 106Th Avenue, 11412",40.693713,-73.736569
"N/A 217 Place, 11412",40.6963978,-73.762495
"N/A 221St Street, 11429",40.693713,-73.736569
"N/A 112Th Road, 11429",40.7048683,-73.7399063
"221-34 111Th Avenue, 11429",40.70592,-73.734602
"90-01 221 Street, 11428",40.727737,-73.73969509999999
"220-25 Hillside Ave, 12-6, 11427",40.73105959999999,-73.7434347
"216-11 Hillside Avenue, 11427",40.7280214,-73.74824149999999
"220-22 Stronghurst Avenue, 2, 11427",40.732396,-73.74526449999999
"9420A 220 Street, 11428",40.72287720000001,-73.7360472
"209-55 112Th Avenue, 11429",40.7056445,-73.7452995
"220-26 Stronghurst Avenue, 19-20, 11427",40.7317599,-73.74663
"219-46 93Rd Avenue, 11428",40.7224529,-73.7360503
"220-04 Stronghurst Ave, 18-6, 11427",40.7317632,-73.7461148
"221-69 Manor Road, 17-20, 11427",40.7320999,-73.7444599
"221-17 Manor Road, Lower, 11427",40.7315705,-73.743537
"221-79 Manor Road, 20-3, 11427",40.732475,-73.7444644
"221-95 Manor Road, 21-8, 11427",40.7324126,-73.74382039999999
"226-29 Manor Rd, 27-10, 11427",40.7302299,-73.74374999999999
"227-06 Stronghurst Avenue, 25-16, 11427",40.7339127,-73.74310779999999
"224-39 Manor Road, 26-9, 11427",40.7338006,-73.74260190000001
"228-10 Stronghurst Avenue, 31-10, 11427",40.7329099,-73.74499999999999
"224-11 Manor Road, 24-10, 11427",40.7334426,-73.7434992
"224-14 Stronghurst Avenue, 20-20, 11427",40.7329099,-73.74499999999999
"226-37 Manor Road, 27-14, 11427",40.7302299,-73.74374999999999
"226-29 Manor Road, 27-9, 11427",40.7337578,-73.7417098
"228-22 Stronghurst Avenue, 30-7, 11427",40.7348821,-73.7419621
"82-12 229Th Street, 29, 11427",40.7343199,-73.7419685
"225-17 Hillside Ave, 4-3, 11427",40.7324826,-73.7422496
"82-36 229Th, 28-19, 11427",40.7346399,-73.7414299
"86-73 Springfield Blvd, 15-02, 11427",40.7311999,-73.74625
"221-29 Braddock Ave, 33-5, 11427",40.7295299,-73.74069
"227-10 Hillside Avenue, 47, 11427",40.7318997,-73.7403083
"224-01 Hillside Avenue, 2-12, 11427",40.73251399999999,-73.74221399999999
"225-15 Hillside Avenue, 4-2, 11427",40.7324319,-73.7423369
"87-01 Springfield Blvd.,, 15-9, 11427",40.7309422,-73.7455023
"226-01 Hillside Avenue, 5-2, 11427",40.7325801,-73.74124859999999
"221-17 Braddock Avenue, 32-16, 11427",40.7299699,-73.74243
"221-31 Braddock Avenue, 33-7, 11427",40.7295299,-73.74069
"227-15 88Th Avenue, 44-1, 11427",40.7310703,-73.73934679999999
"222-89 Braddock Avenue, 1D, 11428",40.7283499,-73.73545
"214-33 Hillside Avenue, A, 11427",40.726767,-73.750802
